3800,3851
3908,3952
3988,4084
4120,4310
4382,4455
4601,4603
4647,4649
4704,4713
4749,4801
5036,5128
5216,5217
5381,5396
5443,5560
5596,5738
5774,5858
5894,6069
6105,6284
6331,6345
6381,6423
6749,7047
7083,7119
7155,7500
