,loss,train_acc,type1_test_acc,type2_test_acc
0,0.6486479087422291,0.6329985121265054,0.8281912207603455,0.4723583161830902
1,0.6359475844850143,0.6535295763363441,0.8803628087043762,0.44534561038017273
2,0.6090166348343095,0.6790829617530107,0.6766419410705566,0.7515227794647217
3,0.5007142884035906,0.7539992562184731,0.9391220808029175,0.6192730665206909
4,0.4650933674226205,0.776111421485742,0.9207329154014587,0.6602886915206909
5,0.44299061844746274,0.7838076638678709,0.6980600953102112,0.9047768712043762
6,0.41791607392951846,0.8015252978851398,0.831369161605835,0.8445444703102112
7,0.4076380354041855,0.8103143603851398,0.901681661605835,0.7684553861618042
8,0.414607136665533,0.8063383561869463,0.853912889957428,0.8269663453102112
9,0.4032642698536317,0.8136858263363441,0.8601694703102112,0.8211897611618042
10,0.39964254821340245,0.8142206103851398,0.6972490549087524,0.9234970808029175
11,0.3921598889864981,0.8174758187184731,0.8457693457603455,0.8459348678588867
12,0.3882589692560335,0.8241489958018064,0.8635129928588867,0.8413830995559692
13,0.38573009831209976,0.8245210200548172,0.864655077457428,0.8404892683029175
14,0.40057956722254556,0.8165457590172688,0.9001423716545105,0.7598318457603455
15,0.37899362730483216,0.8250790555030107,0.8619736433029175,0.8259070515632629
16,0.36554648509869975,0.8361467638363441,0.8950112462043762,0.8087427020072937
17,0.35863976475472253,0.8382859006524086,0.9265922904014587,0.7795947790145874
18,0.3533451828795175,0.8394717263678709,0.7550317645072937,0.916412889957428
19,0.3425001824895541,0.8503534228851398,0.866525411605835,0.859689474105835
20,0.3384911633717517,0.8480050228536129,0.9250364303588867,0.7475337386131287
21,0.33987975989778835,0.8460286458333334,0.9283798933029175,0.7744802832603455
22,0.3246624924552937,0.8542596728851398,0.899811327457428,0.8361692428588867
23,0.3147802194580436,0.8561430436869463,0.874420702457428,0.8720537424087524
24,0.31824458204209805,0.8556082596381506,0.7734209299087524,0.927155077457428
25,0.3207299318164587,0.8571893603851398,0.8486162424087524,0.8818193674087524
26,0.3180059880639116,0.855305990204215,0.9470173716545105,0.7683725953102112
27,0.30148808828865487,0.8667689735690752,0.8517942428588867,0.8959878087043762
28,0.29725082420433563,0.8620256700863441,0.828522264957428,0.8872815370559692
29,0.28621850892280537,0.8670944944024086,0.9509236216545105,0.8019067645072937
30,0.27595047823463875,0.8763253353536129,0.9628078937530518,0.7802568674087524
31,0.26616018009372056,0.8790457596381506,0.876373827457428,0.9069783091545105
32,0.2698989819424848,0.8786737353851398,0.8579018712043762,0.8989174962043762
33,0.25500317740564543,0.8866722472012043,0.839181661605835,0.9243081212043762
34,0.2436567780096084,0.8896251867214838,0.8340505957603455,0.9225205183029175
35,0.23102116608060896,0.897693452735742,0.9441704154014587,0.8605833053588867
36,0.23295187569844225,0.8926478798190752,0.9178032279014587,0.883209764957428
37,0.23713222138273218,0.8934151791036129,0.9401814341545105,0.8756455183029175
38,0.22354656651926538,0.9005533854166666,0.8839380145072937,0.914459764957428
39,0.21176819580917558,0.9042038694024086,0.922272264957428,0.8950112462043762
40,0.19974889039682844,0.908203125,0.9186970591545105,0.9125893712043762
41,0.19353336786540845,0.9128069200863441,0.9167439341545105,0.9011189341545105
