,loss,train_acc,sy19_test_acc,sy20_test_acc
0,0.6524557224833049,0.6231971153846154,0.844994136265346,0.3757102251052856
1,0.607915674837736,0.6496394230769231,0.9143003736223493,0.30419034957885743
2,0.600028281315015,0.6627103365384616,0.6425643648420062,0.6031427383422852
3,0.5786672483843106,0.6822415865384616,0.6878659384591239,0.5710760116577148
4,0.5763490973756864,0.6840444711538461,0.6063012395586286,0.6448330879211426
5,0.5651716509690652,0.70703125,0.5795155252729144,0.6232777118682862
6,0.5402678159567026,0.7196514423076923,0.6473580087934222,0.5825994491577149
7,0.5044160634279251,0.7478966346153846,0.7143222945077079,0.69609375
8,0.40415993676735806,0.8138521634615384,0.2959601879119873,0.9955078125
9,0.4104157071560621,0.8063401442307693,0.6453454153878349,0.9697443008422851
10,0.32740834899819815,0.8542668269230769,0.8827210153852191,0.8329545021057129
11,0.27253643989276427,0.8870192307692307,0.9477825164794922,0.6278053760528565
12,0.24535477003799036,0.9021935096153846,0.968310901096889,0.6579900741577148
13,0.21430856763170317,0.9125600961538461,0.66956969669887,0.9759765625
14,0.1895260512828827,0.9262319711538461,0.7279347011021206,0.9549182891845703
15,0.16726911279301232,0.9346454326923077,0.7595140593392509,0.9417080879211426
16,0.15429105731443718,0.9397536057692307,0.8030225208827427,0.9198508262634277
17,0.13908651721878693,0.947265625,0.6360875538417271,0.9822265625
18,0.13830177408929628,0.9454627403846154,0.8360655648367745,0.8386541366577148
19,0.13326685743119854,0.94921875,0.8926375934055873,0.8575817108154297
20,0.11310435149173897,0.9573317307692307,0.7365339824131557,0.9590021133422851
21,0.11190352431283547,0.9559795673076923,0.7798228945050921,0.9356534004211425
22,0.09351644231579624,0.9634915865384616,0.8382977076939174,0.9122513771057129
23,0.0746137822817008,0.9732572115384616,0.7843969208853585,0.9443536758422851
24,0.06740703234055008,0.9738581730769231,0.7821647780282157,0.9446555137634277
25,0.06439512439716893,0.9747596153846154,0.7689914703369141,0.9481534004211426
26,0.06252219047970496,0.9758112980769231,0.7707845142909459,0.9478693008422852
27,0.05888892232010571,0.9773137019230769,0.7641978945050921,0.9503373146057129
28,0.056585848510551914,0.9794170673076923,0.7737851142883301,0.9435724258422852
29,0.05431223012363681,0.9801682692307693,0.763758795601981,0.95078125
30,0.053113820523811646,0.9803185096153846,0.7771516527448382,0.9395951271057129
31,0.05251962073648778,0.9795673076923077,0.7867388725280762,0.9381036758422852
32,0.050405521563684136,0.9810697115384616,0.7750292505536761,0.9420099258422852
33,0.04807796179710959,0.9821213942307693,0.804156916482108,0.9311966896057129
34,0.05008384036437537,0.9818209134615384,0.7701258659362793,0.9458273887634278
35,0.04623633331189362,0.9833233173076923,0.7915325164794922,0.9380859375
36,0.04633822031498242,0.9833233173076923,0.7754683494567871,0.9430930137634277
37,0.04475020090691172,0.9845252403846154,0.7615266527448382,0.9469815254211426
38,0.04314740380057348,0.9849759615384616,0.7595140593392509,0.9476917266845704
39,0.04108868922608403,0.9866286057692307,0.7711138725280762,0.9439807891845703
40,0.04267542957005879,0.9854266826923077,0.7846164703369141,0.9376953125
41,0.0403787487347682,0.9861778846153846,0.7531469208853585,0.9526633262634278
42,0.039709181614363424,0.9870793269230769,0.768113272530692,0.9458096504211426
43,0.039335628147595204,0.9869290865384616,0.7613071032932827,0.9463068008422851
44,0.037296418100595474,0.9897836538461539,0.7757977076939174,0.9441583633422852
45,0.035421924835715726,0.9891826923076923,0.7778103010995048,0.9411576271057129
46,0.03636665084363463,0.9881310096153846,0.748133795601981,0.9536221504211426
47,0.03289251487988692,0.990234375,0.7645271846226284,0.9458984375
48,0.0341678572496256,0.98828125,0.7597336087908063,0.9473011016845703
49,0.035420926251950174,0.9881310096153846,0.7800424439566476,0.9410511016845703
50,0.033220780458158024,0.9905348557692307,0.7640880857195173,0.9459161758422852
51,0.032940223454855956,0.9888822115384616,0.77770049231393,0.9411398887634277
52,0.030826998946185295,0.9903846153846154,0.7571721076965332,0.9473898887634278
53,0.030759191462913386,0.9897836538461539,0.7638685362679618,0.9436966896057128
54,0.02904431091155857,0.9918870192307693,0.787287780216762,0.9362570762634277
55,0.029353814924923845,0.9908353365384616,0.7552693230765206,0.9482776641845703
56,0.028477268454690393,0.9908353365384616,0.7816159384591239,0.9417080879211426
57,0.027659269076628752,0.9914362980769231,0.7594042505536761,0.9460227012634277
58,0.028777254306567975,0.9905348557692307,0.7757977076939174,0.9396661758422852
59,0.025546311338145573,0.9920372596153846,0.7640880857195173,0.9463068008422851
60,0.02611712478280354,0.9918870192307693,0.7867388725280762,0.9363636016845703
61,0.024731907832364623,0.9935396634615384,0.7460113934108189,0.9549005508422852
62,0.02285035848707104,0.9938401442307693,0.7865193230765206,0.9385298728942871
63,0.02224309218581766,0.9939903846153846,0.7578307560511998,0.9451349258422852
64,0.02339123126764137,0.994140625,0.7682230813162667,0.9414595603942871
65,0.021211085088837605,0.9950420673076923,0.7619657516479492,0.9431818008422852
66,0.020899635721714452,0.9933894230769231,0.7711138725280762,0.9438742637634278
67,0.02097356934637691,0.9948918269230769,0.7665397780282157,0.9442471504211426
68,0.01978730167656277,0.9945913461538461,0.7662104879106794,0.9442471504211426
69,0.020696076340615176,0.9944411057692307,0.786848613194057,0.9358664512634277
70,0.019312014794335343,0.9947415865384616,0.7932157516479492,0.9327414512634278
71,0.019657936081505165,0.9951923076923077,0.7994730813162667,0.9282670021057129
72,0.018949866115760345,0.9953425480769231,0.8205503736223493,0.9239523887634278
73,0.019896064481984537,0.9932391826923077,0.8020345142909459,0.9307883262634278
74,0.017398874973878264,0.9945913461538461,0.7953380857195173,0.9347833633422852
75,0.0174977998338783,0.9957932692307693,0.7579405648367745,0.9458096504211426
