,loss,train_acc,type1_test_acc,type2_test_acc
0,0.5606464669108391,0.6989498424033324,0.8233057260513306,0.6812277436256409
1,0.3999085432539384,0.8161727239688238,0.7583364844322205,0.8431148529052734
2,0.3800422841062148,0.832477072874705,0.8004874587059021,0.8027185201644897
3,0.34503432797888917,0.8472458111743132,0.6485645174980164,0.9095211029052734
4,0.3273673042034109,0.8560985624790192,0.8595179319381714,0.7673240900039673
5,0.3040549463282029,0.8724453697601954,0.8558498620986938,0.7908806800842285
6,0.29160480201244354,0.8788920976221561,0.7792810201644897,0.8468226194381714
7,0.2776353682080905,0.8844259517888228,0.6621569991111755,0.9047176837921143
8,0.2655859760319193,0.8858624895413717,0.7821313142776489,0.840923547744751
9,0.25394916099806625,0.8940217395623525,0.7250539660453796,0.8793270587921143
10,0.2471673327187697,0.8948709244529406,0.7291586995124817,0.8754208087921143
11,0.2388929557055235,0.9013459583123525,0.811626672744751,0.8263545036315918
12,0.21347196881348887,0.916284533838431,0.7565421462059021,0.8508479595184326
13,0.1993408091366291,0.9200280234217644,0.7440453767776489,0.8743648529052734
14,0.20559785732378563,0.9172327903409799,0.8838526010513306,0.7477133870124817
15,0.18448895402252674,0.9239979622264703,0.8427972793579102,0.7755732536315918
16,0.1629936913959682,0.9343863228956858,0.846004843711853,0.7882288694381714
17,0.15996450449650487,0.9364031367003918,0.8402645587921143,0.7809165120124817
18,0.14380080051099262,0.9419299140572548,0.865536093711853,0.7536522150039673
19,0.1366790335935851,0.9449303671717644,0.8399072885513306,0.7810356616973877
20,0.12836401521538696,0.9483200299243132,0.816509485244751,0.8126429319381714
21,0.12711858951176205,0.9483129531145096,0.8722529411315918,0.7397024035453796
22,0.11186681819769244,0.9572930820286274,0.8086175918579102,0.8108882904052734
23,0.11120860790833831,0.9558636210858822,0.9047573804855347,0.6897786259651184
24,0.09603692404925823,0.9638388815025488,0.7752953767776489,0.8283870220184326
25,0.0907585103996098,0.9649782044192156,0.8272913694381714,0.7988122701644897
26,0.08368190595259269,0.967221467445294,0.7409171462059021,0.8511258363723755
27,0.08481198937321703,0.9687853828072548,0.8390498161315918,0.7968988418579102
28,0.08277187791342537,0.9674832994739214,0.8628048896789551,0.7650136351585388
29,0.07410278691289325,0.9718495247264703,0.8683863878250122,0.7379874587059021
30,0.0656934230743597,0.9737035781145096,0.841900110244751,0.7879906892776489
31,0.07946771034039557,0.969839787731568,0.7900232076644897,0.8430354595184326
32,0.07401795192466427,0.9683607903619608,0.7429100275039673,0.8558101654052734
33,0.05878392017136017,0.9752957994739214,0.8381526470184326,0.7665460109710693
34,0.05473979178350419,0.9778645833333334,0.818462610244751,0.7979151010513306
